Afrika	Африка
Saddam Hussein	Саддам Хусейн
Osama bin Laden	Усама бен Ладен
Španjolski jezik	Испанский язык
Friedrich von Hayek	Хайек, Фридрих Август фон
Montevideo	Монтевидео
Johann Sebastian Bach	Бах, Иоганн Себастьян
Antonio Vivaldi	Вивальди, Антонио
Toljati	Тольятти
Pittsburgh, Pennsylvania	Питтсбург
Opera	Опера
Philadelphia, Pennsylvania	Филадельфия
Kolkata	Калькутта
Opel Astra	Opel Astra
Chennai	Ченнаи
Delhi (grad)	Дели
Dhaka	Дакка
Bangalore	Бангалор
Zapadni Bengal	Западная Бенгалия
Pauci	Пауки
Paučnjaci	Паукообразные
Kliještari	Хелицеровые
Člankonošci	Членистоногие
Hyderabad (Indija)	Хайдарабад (Индия)
Islamabad	Исламабад
Tripura	Трипура
Plod	Плод
Novac	Деньги
Virginia	Виргиния
Zapadna Virginia	Западная Виргиния
Matterhorn	Маттерхорн
Dungeons & Dragons	Dungeons & Dragons
Sveučilište u Ljubljani	Люблянский университет
Gary Gygax	Гайгэкс, Гэри
Piran	Пиран
Huron	Гурон
New York (savezna država)	Нью-Йорк (штат)
Cerij	Церий
Praseodimij	Празеодим
Rhode Island	Род-Айленд
Neodimij	Неодим
Kukci	Насекомые
Maryland	Мэриленд
Delaware	Делавэр
Vladimir Lenjin	Ленин, Владимир Ильич
Europij	Европий
Ohio	Огайо
Publije Vergilije Maron	Вергилий
Niccolò Machiavelli	Макиавелли, Никколо
Pennsylvania	Пенсильвания
Francesco Petrarca	Франческо Петрарка
Giovanni Boccaccio	Джованни Боккаччо
Luigi Pirandello	Пиранделло, Луиджи
Uetersen	Итерзен
August	Октавиан Август
Microsoft Windows	Windows
Tiberije	Тиберий
New Jersey	Нью-Джерси
Kaligula	Калигула
Gibraltar	Гибралтар
Klaudije	Клавдий
Finski jezik	Финский язык
Neron	Нерон
Galba	Гальба
Indiana	Индиана
Oton	Отон
Vitelije	Вителлий
Nokia	Nokia
Vespazijan	Веспасиан
Automobil	Автомобиль
Tit Flavije	Тит (римский император)
Juventus F.C.	Ювентус
Domicijan	Домициан
Nerva	Нерва
Trajan	Траян
Roger Federer	Федерер, Роджер
Hadrijan	Адриан
Georgia	Джорджия
Antonin Pio	Антонин Пий
Marko Aurelije	Марк Аврелий
KDE	KDE
Ver	Луций Вер
Komod	Коммод
Zagreb	Загреб
Pertinaks	Пертинакс
Rajasthan	Раджастхан
Kampanija	Кампания (Италия)
Texas	Техас
Didije Julijan	Дидий Юлиан
Septimije Sever	Септимий Север
Molise	Молизе
Tamil Nadu	Тамилнад
Karakala	Каракалла
Apulija	Апулия
Genova	Генуя
Bruno Mars	Бруно Марс
Basilicata	Базиликата
Alexandra Stan	Стан, Александра
Sjeverna Karolina	Северная Каролина
Hokej na travi	Хоккей на траве
Južna Karolina	Южная Каролина
U.C. Sampdoria	Сампдория
Kalabrija	Калабрия
Dugouhi jež	Ушастый ёж
Sicilija	Сицилия
Manila	Манила
Sardinija	Сардиния
Ferdinand Marcos	Маркос, Фердинанд
Cebu	Себу (город)
Loire	Луара
Maurits Cornelis Escher	Эшер, Мауриц Корнелис
Seine	Сена
Crohnova bolest	Болезнь Крона
Davao	Давао
Quezon City	Кесон-Сити
Ulcerozni kolitis	Язвенный колит
Caloocan	Калоокан
Bordeaux	Бордо
Corazon Aquino	Акино, Корасон
Mayon	Майон
Buenos Aires	Буэнос-Айрес
Haker	Хакер
Ciudad de México	Мехико
Tokio	Токио
La Paz	Ла-Пас (Боливия)
Barcelona	Барселона
Ananas comosus	Ананас крупнохохолковый
Mississippi	Миссисипи (штат)
Ferdinand Magellan	Магеллан, Фернан
Mississippi (rijeka)	Миссисипи
Uttar Pradesh	Уттар-Прадеш
Uttarakhand	Уттаракханд
José Rizal	Рисаль, Хосе
Bazen	Плавательный бассейн
Mizoram	Мизорам
Sikkim	Сикким
Patagonija	Патагония
Tennessee	Теннесси
Richard Wagner	Вагнер, Рихард
Robert Louis Stevenson	Стивенсон, Роберт Льюис
Janis Joplin	Джоплин, Дженис
Abidjan	Абиджан
Abu Dhabi	Абу-Даби
Astana	Астана
Novi Meksiko	Нью-Мексико
Ramzes II.	Рамсес II
Atena (grad)	Афины
Ramzes I.	Рамсес I
Minnesota	Миннесота
Ramzes III.	Рамсес III
Bagdad	Багдад
Caracas	Каракас
Koordinirano svjetsko vrijeme	Всемирное координированное время
Wisconsin	Висконсин
Ciceron	Марк Туллий Цицерон
A.C. Milan	Милан (футбольный клуб)
Cyndi Lauper	Лопер, Синди
Iowa	Айова
Nebraska	Небраска
Guatemala	Гватемала (город)
Kansas	Канзас
Havana	Гавана
Hindski jezik	Хинди
Marathi jezik	Маратхи (язык)
Internet Explorer	Internet Explorer
Cigara	Сигара
Cigareta	Сигарета
Missouri	Миссури (штат)
Georg Simon Ohm	Ом, Георг Симон
Louisiana	Луизиана
Luigi Galvani	Гальвани, Луиджи
Nagaland	Нагаленд
Kentucky	Кентукки
Arkansas	Арканзас
Neil Armstrong	Армстронг, Нил
Urdu jezik	Урду
Charles Lindbergh	Линдберг, Чарльз
Zamboanga	Замбоанга
Edith Piaf	Пиаф, Эдит
Osijek	Осиек
Laba	Эльба (река)
Rijeka	Риека
Oklahoma	Оклахома
Weser	Везер
Justin Gatlin	Гэтлин, Джастин
Dunav	Дунай
Luguelín Santos	Сантос, Лугелин
Stih	Стих
Split	Сплит (город)
Jacques Brel	Брель, Жак
Majna	Майн (приток Рейна)
Neckar	Неккар
Aare	Аре
Spree	Шпре
Jason Richardson	Ричардсон, Джейсон
Félix Sánchez	Санчес, Феликс
Sjeverno more	Северное море
Skagerrak	Скагеррак
Moskovska oblast	Московская область
Serge Gainsbourg	Серж Генсбур
Kiel	Киль (город)
Schwerin	Шверин
Potsdam	Потсдам
Hannover	Ганновер
Düsseldorf	Дюссельдорф
Mainz	Майнц
Wiesbaden	Висбаден
Dubrovnik	Дубровник
Saarbrücken	Саарбрюккен
München	Мюнхен
Samarska oblast	Самарская область
Erfurt	Эрфурт
Dresden	Дрезден
Magdeburg	Магдебург
Odbojka	Волейбол
Innsbruck	Инсбрук
Sasuke Uchiha	Саскэ Утиха
Beč	Вена
Madonna	Мадонна (певица)
Kopenhagen	Копенгаген
Kalinjingradska oblast	Калининградская область
Makrin	Макрин
Stockholm	Стокгольм
Helsinki	Хельсинки
Murmanska oblast	Мурманская область
Dublin	Дублин
Elagabal	Гелиогабал
Murmansk	Мурманск
Reykjavik	Рейкьявик
Kakashi Hatake	Какаси Хатакэ
Ella Fitzgerald	Фицджеральд, Элла
Aleksandar Sever	Александр Север
Tallinn	Таллин
Epitaf	Эпитафия
Riga	Рига
Zanzibar	Занзибар (автономия)
Gerd Kanter	Кантер, Герд
Maksimin Tračanin	Максимин I Фракиец
Louis Armstrong	Армстронг, Луи
Bratislava	Братислава
Budimpešta	Будапешт
Gordijan I.	Гордиан I
Primož Kozmus	Козмус, Примож
Koji Murofushi	Мурофуси, Кодзи
Charles Aznavour	Шарль Азнавур
Kim Wilde	Уайлд, Ким
Gdanjsk	Гданьск
Frankfurt na Majni	Франкфурт-на-Майне
Pupijen	Пупиен
Wrocław	Вроцлав
Lantan	Лантан
Gordijan II.	Гордиан II
Balbin	Бальбин
Prometij	Прометий
Astronomska jedinica	Астрономическая единица
Gordijan III.	Гордиан III
Filip Arapin	Филипп I Араб
Samarij	Самарий
Baguio	Багио
Crno vino	Красное вино
Kalinjingrad	Калининград
Decije	Деций Траян
Gadolinij	Гадолиний
Bilježnica smrti	Тетрадь смерти
Zinédine Zidane	Зидан, Зинедин
Terbij	Тербий
Laurent Blanc	Блан, Лоран
Katoličanstvo	Католицизм
Luxembourg	Люксембург (город)
Disprozij	Диспрозий
Vaduz	Вадуц
Biblija	Библия
Holmij	Гольмий
San Marino (grad)	Сан-Марино (город)
Erbij	Эрбий
Phnom Penh	Пномпень
Arhangelsk	Архангельск
Rendgenska astronomija	Рентгеновская астрономия
Tulij	Тулий
Ho Ši Min (grad)	Хошимин
Iterbij	Иттербий
Lutecij	Лютеций
Hanoi	Ханой
Prava Crkva Isusova	Церковь истинного Иисуса
Engleski jezik	Английский язык
Bangkok	Бангкок
Andorra la Vella	Андорра-ла-Велья
Kuala Lumpur	Куала-Лумпур
Taipei	Тайбэй
Americij	Америций
Odesa	Одесса
Arhangelska oblast	Архангельская область
Kurij	Кюрий
Đồng Hới	Донгхой
Concepción (Čile)	Консепсьон (город, Чили)
Berkelij	Берклий
Düren	Дюрен
Atalanta BC	Аталанта (футбольный клуб)
Kalifornij	Калифорний
Diplomacija	Дипломатия
Bologna	Болонья
Ajnštajnij	Эйнштейний
Bologna FC 1909	Болонья (футбольный клуб)
Petrozavodsk	Петрозаводск
Fermij	Фермий
Cagliari	Кальяри
Mendelevij	Менделевий
Kijev	Киев
Cagliari Calcio	Кальяри (футбольный клуб)
Nobelij	Нобелий
Catania	Катания
Ontario	Онтарио
Lorensij	Лоуренсий
Caserta	Казерта
Hugo Lloris	Льорис, Уго
Adil Rami	Рами, Адиль
Yohan Cabaye	Кабай, Йоан
Karim Benzema	Бензема, Карим
Florent Malouda	Малуда, Флоран
Karelija	Республика Карелия
Patrice Evra	Эвра, Патрис
Philippe Mexès	Мексес, Филипп
Franck Ribéry	Рибери, Франк
Samir Nasri	Насри, Самир
Steve Mandanda	Манданда, Стив
Alou Diarra	Диарра, Алу
Hatem Ben Arfa	Бен Арфа, Хатем
Gaël Clichy	Клиши, Гаэль
Ottawa (Kanada)	Оттава
Svemirska utrka	Космическая гонка
Anja Pärson	Персон, Аня
Sidney Govou	Гову, Сидней
Éric Abidal	Абидаль, Эрик
William Gallas	Галлас, Вильям
Bacary Sagna	Санья, Бакари
Nicolas Anelka	Анелька, Николя
André-Pierre Gignac	Жиньяк, Андре-Пьер
Abou Diaby	Диаби, Абу
Jérémy Toulalan	Тулалан, Жереми
Benjamin Raich	Райх, Бенджамин
Jupiterovi prirodni sateliti	Спутники Юпитера
Juba (grad)	Джуба
Manitoba	Манитоба
Alberto Tomba	Томба, Альберто
Alberta	Альберта
Nova Škotska	Новая Шотландия
Erevan	Ереван
Hermann Maier	Майер, Херман
Vologda	Вологда
Vreni Schneider	Шнайдер, Френи
Końskowola	Коньсковоля
Dar-es-Salaam	Дар-эс-Салам
Khartoum	Хартум
Novi Brunswick	Нью-Брансуик
Formula 1	Формула-1
Saturnovi prirodni sateliti	Спутники Сатурна
Britanska Kolumbija	Британская Колумбия
Otok Princa Edwarda	Остров Принца Эдуарда
2000.	2000 год
2003.	2003 год
2002.	2002 год
2001.	2001 год
Saskatchewan	Саскачеван
2012.	2012 год
Masashi Kishimoto	Кисимото, Масаси
2011.	2011 год
2010.	2010 год
2009.	2009 год
Ugljikov(IV) oksid	Диоксид углерода
2013.	2013 год
2014.	2014 год
2015.	2015 год
Newfoundland i Labrador	Ньюфаундленд и Лабрадор
2008.	2008 год
JavaScript	JavaScript
Sjeverozapadni teritoriji	Северо-Западные территории
Yukon	Юкон (территория)
Eiichiro Oda	Ода, Эйитиро
2004.	2004 год
Vologodska oblast	Вологодская область
Wikitravel	Wikitravel
Calcio Catania	Катания (футбольный клуб)
2005.	2005 год
2006.	2006 год
Nunavut	Нунавут
2007.	2007 год
Ugljikov(II) oksid	Монооксид углерода
Linux Mint	Linux Mint
Verona	Верона
Iqaluit	Икалуит
Marc Girardelli	Жирарделли, Марк
1900.	1900 год
1901.	1901 год
AC Chievo Verona	Кьево (футбольный клуб)
François Mitterrand	Миттеран, Франсуа
Livije	Тит Ливий
Giuseppe Farina	Фарина, Джузеппе
Charles de Gaulle	Де Голль, Шарль
1902.	1902 год
Firenca	Флоренция
1903.	1903 год
1904.	1904 год
1905.	1905 год
1907.	1907 год
1906.	1906 год
ACF Fiorentina	Фиорентина
Seneka Mlađi	Луций Анней Сенека
1908.	1908 год
1909.	1909 год
Whitehorse	Уайтхорс
