非洲	Африка
3月3號	3 марта
3月5號	5 марта
3月1號	1 марта
3月7號	7 марта
3月8號	8 марта
3月4號	4 марта
3月10號	10 марта
3月11號	11 марта
3月6號	6 марта
3月13號	13 марта
3月9號	9 марта
3月12號	12 марта
3月15號	15 марта
3月14號	14 марта
C++	C++
鹽酸	Соляная кислота
12月16號	16 декабря
12月17號	17 декабря
3月16號	16 марта
3月17號	17 марта
3月18號	18 марта
3月19號	19 марта
1989年	1989 год
1988年	1988 год
3月20號	20 марта
1987年	1987 год
1986年	1986 год
1985年	1985 год
1984年	1984 год
3月21號	21 марта
1983年	1983 год
3月22號	22 марта
1982年	1982 год
1981年	1981 год
12月18號	18 декабря
1980年	1980 год
3月23號	23 марта
摩加迪沙	Могадишо
12月19號	19 декабря
3月24號	24 марта
3月25號	25 марта
12月20號	20 декабря
3月26號	26 марта
3月27號	27 марта
3月28號	28 марта
3月29號	29 марта
3月30號	30 марта
3月31號	31 марта
薩那	Сана
1970年	1970 год
1971年	1971 год
1972年	1972 год
1973年	1973 год
1974年	1974 год
1975年	1975 год
1976年	1976 год
1977年	1977 год
1978年	1978 год
1979年	1979 год
1969年	1969 год
三十年戰爭	Тридцатилетняя война
本篤十六世	Бенедикт XVI
4月15號	15 апреля
4月13號	13 апреля
4月12號	12 апреля
4月14號	14 апреля
4月11號	11 апреля
4月10號	10 апреля
4月8號	8 апреля
4月9號	9 апреля
4月7號	7 апреля
4月6號	6 апреля
4月5號	5 апреля
4月4號	4 апреля
4月3號	3 апреля
4月1號	1 апреля
4月2號	2 апреля
希末·高爾 (總理)	Коль, Гельмут
4月16號	16 апреля
4月17號	17 апреля
4月18號	18 апреля
4月19號	19 апреля
4月20號	20 апреля
4月21號	21 апреля
4月22號	22 апреля
4月23號	23 апреля
4月24號	24 апреля
4月25號	25 апреля
4月26號	26 апреля
4月27號	27 апреля
4月28號	28 апреля
4月29號	29 апреля
4月30號	30 апреля
衞星	Спутник (космос)
5月1號	1 мая
5月2號	2 мая
5月3號	3 мая
暴風雪號航天飛機	Буран (космический корабль)
5月4號	4 мая
5月5號	5 мая
5月6號	6 мая
5月7號	7 мая
5月8號	8 мая
5月9號	9 мая
5月10號	10 мая
5月11號	11 мая
5月12號	12 мая
5月13號	13 мая
5月14號	14 мая
5月15號	15 мая
土衞六	Титан (спутник)
5月16號	16 мая
5月17號	17 мая
5月18號	18 мая
5月19號	19 мая
5月20號	20 мая
5月21號	21 мая
5月22號	22 мая
5月23號	23 мая
5月24號	24 мая
5月25號	25 мая
5月26號	26 мая
5月27號	27 мая
5月28號	28 мая
5月29號	29 мая
5月30號	30 мая
5月31號	31 мая
屈福	Уотфорд
保羅麥卡尼	Маккартни, Пол
12月21號	21 декабря
6月14號	14 июня
6月15號	15 июня
6月13號	13 июня
6月10號	10 июня
6月7號	7 июня
6月11號	11 июня
6月9號	9 июня
6月12號	12 июня
6月6號	6 июня
6月8號	8 июня
6月5號	5 июня
6月3號	3 июня
6月2號	2 июня
6月1號	1 июня
6月4號	4 июня
靈高史達	Ринго Старр
拿坡利	Неаполь
12月22號	22 декабря
佐治夏里遜	Харрисон, Джордж
1968年	1968 год
1967年	1967 год
1966年	1966 год
1965年	1965 год
1964年	1964 год
6月16號	16 июня
巴勒摩	Палермо
6月30號	30 июня
6月29號	29 июня
6月28號	28 июня
6月26號	26 июня
6月25號	25 июня
6月22號	22 июня
6月27號	27 июня
6月24號	24 июня
6月20號	20 июня
6月23號	23 июня
6月19號	19 июня
6月18號	18 июня
6月21號	21 июня
6月17號	17 июня
12月23號	23 декабря
威廉二世 (德國)	Вильгельм II (германский император)
阿諾舒華辛力加	Шварценеггер, Арнольд
7月15號	15 июля
7月13號	13 июля
7月12號	12 июля
7月10號	10 июля
7月9號	9 июля
7月14號	14 июля
7月8號	8 июля
7月7號	7 июля
7月6號	6 июля
7月5號	5 июля
7月2號	2 июля
7月4號	4 июля
7月3號	3 июля
7月1號	1 июля
7月11號	11 июля
12月24號	24 декабря
7月31號	31 июля
7月30號	30 июля
7月29號	29 июля
7月28號	28 июля
7月27號	27 июля
7月25號	25 июля
7月24號	24 июля
7月23號	23 июля
7月26號	26 июля
7月22號	22 июля
7月19號	19 июля
7月21號	21 июля
7月20號	20 июля
7月17號	17 июля
7月18號	18 июля
7月16號	16 июля
足球	Футбол
12月25號	25 декабря
1963年	1963 год
歷赫·卡錢斯基	Качиньский, Лех
12月26號	26 декабря
猶太人大屠殺	Холокост
1962年	1962 год
IPhone	IPhone
8月14號	14 августа
8月15號	15 августа
8月13號	13 августа
8月12號	12 августа
8月11號	11 августа
8月10號	10 августа
8月8號	8 августа
8月7號	7 августа
8月9號	9 августа
8月5號	5 августа
8月4號	4 августа
8月2號	2 августа
8月3號	3 августа
8月6號	6 августа
8月1號	1 августа
烏甸尼	Удине
格林兄弟	Братья Гримм
IPad	IPad
12月27號	27 декабря
馬德里	Мадрид
潛水艇	Подводная лодка
8月16號	16 августа
可口可樂	Кока-кола
8月29號	29 августа
8月28號	28 августа
8月30號	30 августа
8月25號	25 августа
8月26號	26 августа
8月23號	23 августа
8月27號	27 августа
8月21號	21 августа
8月20號	20 августа
8月24號	24 августа
8月18號	18 августа
8月17號	17 августа
8月22號	22 августа
8月19號	19 августа
8月31號	31 августа
米高積臣	Джексон, Майкл
12月28號	28 декабря
流行性感冒	Грипп
波哥大	Богота
巴西利亞	Бразилиа
9月15號	15 сентября
9月14號	14 сентября
9月13號	13 сентября
9月12號	12 сентября
9月8號	8 сентября
9月11號	11 сентября
9月7號	7 сентября
9月10號	10 сентября
9月5號	5 сентября
9月4號	4 сентября
9月9號	9 сентября
9月2號	2 сентября
9月6號	6 сентября
9月1號	1 сентября
9月3號	3 сентября
12月29號	29 декабря
古龍水	Одеколон
利馬	Лима
亂世佳人	Унесённые ветром
亂世佳人 (電影)	Унесённые ветром (фильм)
加拿大行省	Провинции и территории Канады
9月30號	30 сентября
9月29號	29 сентября
9月28號	28 сентября
9月27號	27 сентября
9月26號	26 сентября
9月25號	25 сентября
聖地亞哥	Сантьяго
9月23號	23 сентября
9月22號	22 сентября
9月24號	24 сентября
9月21號	21 сентября
9月20號	20 сентября
9月18號	18 сентября
9月17號	17 сентября
9月19號	19 сентября
9月16號	16 сентября
基多	Кито
12月30號	30 декабря
蘇克雷	Сукре (город)
12月31號	31 декабря
10月1號	1 октября
乳牛	Молочный скот
10月15號	15 октября
10月12號	12 октября
10月10號	10 октября
10月14號	14 октября
10月9號	9 октября
10月8號	8 октября
10月13號	13 октября
10月7號	7 октября
10月11號	11 октября
10月6號	6 октября
10月4號	4 октября
10月5號	5 октября
10月3號	3 октября
10月2號	2 октября
亞松森	Асунсьон
山羊	Коза домашняя
10月31號	31 октября
10月30號	30 октября
10月29號	29 октября
10月28號	28 октября
10月26號	26 октября
10月25號	25 октября
10月24號	24 октября
10月27號	27 октября
10月22號	22 октября
10月23號	23 октября
10月20號	20 октября
10月21號	21 октября
10月19號	19 октября
10月17號	17 октября
10月16號	16 октября
10月18號	18 октября
巴黎聖母院	Собор Парижской Богоматери
11月15號	15 ноября
11月14號	14 ноября
11月13號	13 ноября
11月12號	12 ноября
11月11號	11 ноября
11月10號	10 ноября
11月7號	7 ноября
11月8號	8 ноября
11月9號	9 ноября
11月6號	6 ноября
11月5號	5 ноября
11月4號	4 ноября
11月3號	3 ноября
11月2號	2 ноября
11月1號	1 ноября
巴拉馬利波	Парамарибо
男仔	Мальчик
11月30號	30 ноября
11月29號	29 ноября
11月28號	28 ноября
11月27號	27 ноября
11月26號	26 ноября
11月25號	25 ноября
11月23號	23 ноября
11月24號	24 ноября
11月21號	21 ноября
11月20號	20 ноября
11月22號	22 ноября
11月19號	19 ноября
11月18號	18 ноября
11月17號	17 ноября
11月16號	16 ноября
女仔	Девочка
加德滿都	Катманду
哈德遜灣	Гудзонов залив
查理大帝	Карл Великий
聖荷西	Сан-Хосе (Коста-Рика)
安	Эн (департамент)
坎培拉	Канберра
木衛一	Ио (спутник)
雪梨 (澳洲)	Сидней
綠	Зелёный цвет
哈德遜河	Гудзон (река)
墨爾本	Мельбурн
紅	Красный цвет
木衞三	Ганимед (спутник)
珀斯	Перт (Австралия)
火	Огонь
西澳洲	Западная Австралия
新南威爾士	Новый Южный Уэльс
地球大氣層	Атмосфера Земли
北領地	Северная территория
澳洲首都地區	Австралийская столичная территория
馬拿瓜	Манагуа
巴拿馬城	Панама (город)
天衛三	Титания (спутник)
天衛四	Оберон (спутник)
佐治奧威爾	Джордж Оруэлл
天衛二	Умбриэль (спутник)
黃金丘	Кот-д’Ор
天衛一	Ариэль (спутник)
天衛五	Миранда (спутник)
艾美麗雅	Эрхарт, Амелия
海衞一	Тритон (спутник)
尼羅河	Нил
赫福郡	Хартфордшир
織女星	Вега
蘇門答臘	Суматра
剛果河	Конго (река)
尼日河	Нигер (река)
剌八	Рабат
彗星	Комета
阿爾及爾	Алжир (город)
突尼斯	Тунис (город)
的黎波里	Триполи
吉布提城	Джибути (город)
德黑蘭	Тегеран
阿迪斯阿貝巴	Аддис-Абеба
耶加達	Джакарта
安卡拉	Анкара
阿斯馬拉	Асмэра
恩賈梅納	Нджамена
尼亞美	Ниамей
或索	Нуакшот
利雅得	Эр-Рияд
1961年	1961 год
巴馬科	Бамако
呎	Фут
貝爾格萊德	Белград
達喀爾	Дакар
康納克立	Конакри
比紹	Бисау
Category:維基百科模	Категория:Википедия:Шаблоны
培亞	Прая
1960年	1960 год
爪哇	Ява
Category:模	Категория:Шаблоны по темам
阿克拉	Аккра
大馬士革	Дамаск
雅穆蘇克雷	Ямусукро
法屬圭亞那	Французская Гвиана
