Africa	Африка
Meitnerium	Мейтнерий
Curtius Waldheim	Вальдхайм, Курт
Coloratum	Колорадо
Aemilia-Romania	Эмилия-Романья
Coloratum Flumen	Колорадо (река)
Darmstadtium	Дармштадтий
Dag Hammarskjöld	Хаммаршёльд, Даг
Fridericus Chopin	Шопен, Фредерик
Roentgenium	Рентгений
Tuscia	Тоскана
Leonardus Cohen	Коэн, Леонард
Copernicium	Коперниций
Marchia Anconitana	Марке
Umbria	Умбрия
Categoria:Omnia	Категория:Всё
Latium	Лацио
Dolomiani montes	Доломитовые Альпы
Aprutium	Абруццо
Apenninus	Апеннинские горы
Alpes	Альпы
Iansenismus	Янсенизм
Gratianopolis	Гренобль
Blasius Pascalis	Паскаль, Блез
Damicus ludus	Шашки
Raimundus Barros Luco	Баррос Луко, Рамон
Tremonia	Дортмунд
Gandavum	Гент
Sicagum	Чикаго
Petrus Montt Montt	Монтт, Педро
The Beatles	The Beatles
Germanus Riesco Errázuriz	Риеско, Герман
Ununtrium	Унунтрий
Flerovium	Флеровий
Ununpentium	Унунпентий
Livermorium	Ливерморий
Ununseptium	Унунсептий
Ununoctium	Унуноктий
Novum Comum	Комо
Traiectum Mosae	Маастрихт
Arecanum	Арнем
Hiems	Зима
Ver	Весна
Aestas	Лето
Autumnus	Осень
Aequinoctium	Равноденствие
Saddamus Husseinus	Саддам Хусейн
Usama bin Ladin	Усама бен Ладен
Georgius Montt Álvarez	Хорхе Монтт
Lingua Hispanica	Испанский язык
Iosephus Manuel Balmaceda	Бальмаседа, Хосе Мануэль
Dominicus Santa María González	Доминго Санта Мария
Hannibal Pinto Garmendia	Пинто, Анибал
Fridericus Hayek	Хайек, Фридрих Август фон
Fridericus Errázuriz Zañartu	Федерико Эррасурис Саньярту
Iosephus Ioachim Pérez	Перес, Хосе Хоакин
Manuel Montt Torres	Монтт, Мануэль
Manuel Bulnes Prieto	Бульнес, Мануэль
Manuel Blanco Encalada	Бланко Энкалада, Мануэль
Raimundus Freire y Serrano	Фрейре, Рамон
Franciscus Antonius Pinto	Пинто, Франсиско Антонио
Urbs Montis Videi	Монтевидео
Paeninsula Michiganensis Superior	Верхний полуостров
Ioannes Sebastianus Bachius	Бах, Иоганн Себастьян
Antonius Vivaldi	Вивальди, Антонио
Togliatti (urbs)	Тольятти
Pittsburgum	Питтсбург
Opera (musica)	Опера
Philadelphia	Филадельфия
Calcutta	Калькутта
Edgar (opus lyricum)	Эдгар (опера)
Chinapatana	Ченнаи
Dellium	Дели
Dacca	Дакка
Bengalurus	Бангалор
Bengala Occidentalis	Западная Бенгалия
Araneae	Пауки
Arachnida	Паукообразные
Chelicerata	Хелицеровые
Arthropoda	Членистоногие
Hyderabad	Хайдарабад (Индия)
Islamabada	Исламабад
Tripura	Трипура
Fructus	Плод
Simia	Обезьяны
Pecunia	Деньги
Virginia	Виргиния
Virginia Occidentalis	Западная Виргиния
Matterhorn	Маттерхорн
Dungeons & Dragons	Dungeons & Dragons
Universitas Labacensis	Люблянский университет
Ernestus Geisericus Gygax	Гайгэкс, Гэри
Pyrrhanum	Пиран
Lacus Huronorum	Гурон
Novum Eboracum	Нью-Йорк (штат)
Cerium	Церий
Praseodymium	Празеодим
Rhodensis Insula	Род-Айленд
Neodymium	Неодим
Insecta	Насекомые
Terra Mariae	Мэриленд
Delavaria	Делавэр
Vladimirus Lenin	Ленин, Владимир Ильич
Europium	Европий
Ohium	Огайо
Publius Vergilius Maro	Вергилий
Nicolaus Maclavellus	Макиавелли, Никколо
Pennsilvania	Пенсильвания
Franciscus Petrarca	Франческо Петрарка
Iohannes Boccacius	Джованни Боккаччо
Aloisius Pirandello	Пиранделло, Луиджи
Itersen	Итерзен
Augustus (imperator)	Октавиан Август
Microsoft Windows	Windows
Tiberius (imperator)	Тиберий
Nova Caesarea	Нью-Джерси
Caligula	Калигула
Gibraltar	Гибралтар
Claudius (imperator)	Клавдий
Lingua Finnica	Финский язык
Nero Claudius Caesar Augustus Germanicus	Нерон
Servius Sulpicius Galba	Гальба
Indiana	Индиана
Marcus Salvius Otho	Отон
Aulus Vitellius	Вителлий
Nokia (societas)	Nokia
Vespasianus	Веспасиан
Autocinetum	Автомобиль
Titus (imperator)	Тит (римский император)
Juventus FC	Ювентус
Domitianus	Домициан
Nerva	Нерва
Traianus	Траян
Rogerius Federer	Федерер, Роджер
Hadrianus (imperator)	Адриан
Georgia (CFA)	Джорджия
Antoninus Pius	Антонин Пий
Marcus Aurelius	Марк Аврелий
Lucius Verus	Луций Вер
Commodus	Коммод
Zagrabia	Загреб
Publius Helvius Pertinax	Пертинакс
Rajasthana	Раджастхан
Campania (Italia)	Кампания (Италия)
Texia	Техас
Marcus Didius Iulianus	Дидий Юлиан
Septimius Severus	Септимий Север
Molisium	Молизе
Coromandela	Тамилнад
Caracalla	Каракалла
Apulia	Апулия
Genua	Генуя
Pinatubo	Пинатубо
Lucania	Базиликата
Carolina Septentrionalis	Северная Каролина
Vicipaedia:Porta eruditionis/Scriptorium/Terra hocceus	Хоккей на траве
Carolina Meridiana	Южная Каролина
UC Sampdoria	Сампдория
Bruttium	Калабрия
Sicilia	Сицилия
Manila	Манила
Sardinia	Сардиния
Ferdinandus Marcos	Маркос, Фердинанд
Benignus Aquino tertius	Акино, Бенигно III
Feltria	Фельтре
Cebu City	Себу (город)
Escevegia	Эшвеге
Liger	Луара
Mauritius Cornelius Escher	Эшер, Мауриц Корнелис
Sequana	Сена
Davao City	Давао
Quezon	Кесон-Сити
Cenomanum	Ле-Ман
Burdigala	Бордо
Corazon Aquino	Акино, Корасон
Mayon	Майон
Lupus erythematodes	Системная красная волчанка
Bonus Aër	Буэнос-Айрес
Mexicopolis	Мехико
Tokium	Токио
Pax (Bolivia)	Ла-Пас (Боливия)
Barcino	Барселона
Ananas comosus	Ананас крупнохохолковый
Mississippia	Миссисипи (штат)
Ferdinandus Magellanus	Магеллан, Фернан
Flumen Mississippiense	Миссисипи
Uttara Pradesa	Уттар-Прадеш
Uttarakhanda	Уттаракханд
Iosephus Rizal	Рисаль, Хосе
Piscina	Плавательный бассейн
Mizoram	Мизорам
Manuel Quezon	Кесон, Мануэль
Sikkim	Сикким
Patagonia	Патагония
Makati	Макати
Tennesia	Теннесси
Ricardus Wagner	Вагнер, Рихард
Robertus Ludovicus Stevenson	Стивенсон, Роберт Льюис
Abidjan	Абиджан
Abu Dhabi	Абу-Даби
Astana	Астана
Novum Mexicum	Нью-Мексико
Ramses II	Рамсес II
Athenae	Афины
Dissaeptum orbiculatum	Круговой перекрёсток
Ramses I	Рамсес I
Minnesota	Миннесота
Bagdatum	Багдад
Caracae	Каракас
UTC	Всемирное координированное время
Visconsinia	Висконсин
Marcus Tullius Cicero	Марк Туллий Цицерон
AC Milan	Милан (футбольный клуб)
Iova	Айова
Nebrasca	Небраска
Urbs Guatimalensis	Гватемала (город)
Simeon	Симеон (имя)
Kansia	Канзас
Havana	Гавана
Tabacum	Табак (вещество)
Lingua Hindica	Хинди
Lingua Marathica	Маратхи (язык)
Sigarum	Сигара
Sigarellum	Сигарета
Ganesus	Ганеша
Missuria	Миссури (штат)
Weinsberg	Вайнсберг
Georgius Simon Ohm	Ом, Георг Симон
Ludoviciana	Луизиана
Aloisius Galvanus	Гальвани, Луиджи
Nagaland	Нагаленд
Kentukia	Кентукки
Arcansia	Арканзас
Nialus Armstrong	Армстронг, Нил
Lingua Urdu	Урду
Zamboanga (Urbs)	Замбоанга
Altona	Альтона
Editha Piaf	Пиаф, Эдит
Eimsbüttel	Аймсбюттель
Wandsbek	Вандсбек
Harburg	Харбург (Гамбург)
Bergedorf	Бергедорф
Mursa	Осиек
Albis	Эльба (река)
Francisca Sagan	Саган, Франсуаза
Tarsatica	Риека
Amisia	Эмс
Oclahoma	Оклахома
Visurgis	Везер
Danubius	Дунай
Versus	Стих
Spalatum	Сплит (город)
Rura	Рур (приток Рейна)
Iacobus Brel	Брель, Жак
Mosella (flumen)	Мозель
Moenus	Майн (приток Рейна)
Nicer	Неккар
Abrinca (flumen)	Аре
Sala (flumen)	Зале
Habala	Хафель
Spreha	Шпре
Mare Germanicum	Северное море
Legazpi City	Легаспи (город)
Regio Moscuensis	Московская область
Sergius Gainsbourg	Серж Генсбур
Stephanus Kiprotich	Кипротич, Стивен
Kielia	Киль (город)
Suerinum	Шверин
Potestampium	Потсдам
Hannovera	Ганновер
Renaud	Сешан, Рено
Dusseldorpium	Дюссельдорф
Moguntiacum	Майнц
Aquae Mattiacae	Висбаден
Ragusium	Дубровник
Saravipons	Саарбрюккен
Monacum	Мюнхен
Regio Samarensis	Самарская область
Erfordia	Эрфурт
Dresda	Дрезден
Magdeburgum	Магдебург
Follis volatilis	Волейбол
Pons Aeni	Инсбрук
Brigantium (Austria)	Брегенц
Vindobona	Вена
Madonna (cantrix)	Мадонна (певица)
Hafnia	Копенгаген
Regio Kaliningradensis	Калининградская область
Macrinus	Макрин
Holmia	Стокгольм
Helsingia (Finnia)	Хельсинки
Regio Murmanica	Мурманская область
Eblana	Дублин
Elagabalus	Гелиогабал
Reykiavica	Рейкьявик
Ella Fitzgerald	Фицджеральд, Элла
Alexander Severus	Александр Север
Tallinna	Таллин
Epitaphium	Эпитафия
Riga	Рига
Zanguebaria	Занзибар (автономия)
Maximinus Thrax	Максимин I Фракиец
Ludovicus Armstrong	Армстронг, Луи
Posonium	Братислава
Budapestinum	Будапешт
Gordianus I	Гордиан I
Carolus Aznavour	Шарль Азнавур
Gedanum	Гданьск
Francofurtum ad Moenum	Франкфурт-на-Майне
Pupienus	Пупиен
Vratislavia	Вроцлав
Cochinum	Коччи
Lanthanum	Лантан
Gordianus II	Гордиан II
Balbinus	Бальбин
Promethium	Прометий
Unitas astronomica	Астрономическая единица
Gordianus III	Гордиан III
Heraclea Cacabaris	Сен-Тропе
Philippus Arabs	Филипп I Араб
Samarium	Самарий
Baguio City	Багио
Karasjok	Карасйок
Kaliningradum	Калининград
Decius	Деций Траян
Gadolinium	Гадолиний
Death Note	Тетрадь смерти
Zinedine Zidane	Зидан, Зинедин
Terbium	Тербий
Luxemburgum (urbs)	Люксембург (город)
Dysprosium	Диспрозий
Dulcis Vallis	Вадуц
Biblia	Библия
Holmium	Гольмий
Civitas Sancti Marini	Сан-Марино (город)
Erbium	Эрбий
Phnom Penh	Пномпень
Archangelopolis	Архангельск
Thulium	Тулий
Hochiminhopolis	Хошимин
Ytterbium	Иттербий
Lutetium	Лютеций
Hanoi	Ханой
Vera Ecclesia Iesu	Церковь истинного Иисуса
Lingua Anglica	Английский язык
Bancocum	Бангкок
Andorra Vetus	Андорра-ла-Велья
Kuala Lumpur	Куала-Лумпур
Taipeia	Тайбэй
Americium	Америций
Odessa	Одесса
Regio Archangelopolitana	Архангельская область
Curium	Кюрий
Đồng Hới	Донгхой
Conceptio (Chilia)	Консепсьон (город, Чили)
Fyresdal	Фюресдал
Berkelium	Берклий
Atalanta BC	Аталанта (футбольный клуб)
Californium	Калифорний
Diplomatia	Дипломатия
Bononia	Болонья
Einsteinium	Эйнштейний
Bologna FC	Болонья (футбольный клуб)
Fermium	Фермий
Calaris	Кальяри
Mendelevium	Менделевий
Kiovia	Киев
Cagliari Calcio	Кальяри (футбольный клуб)
Nobelium	Нобелий
Catina	Катания
Ontario	Онтарио
Lawrencium	Лоуренсий
Caserta	Казерта
Hugo Lloris	Льорис, Уго
Florens Malouda	Малуда, Флоран
Carelia (res publica)	Республика Карелия
Franciscus Ribéry	Рибери, Франк
Ottava	Оттава
Cédric Carrasso	Каррассо, Седрик
Djibril Cissé	Сиссе, Джибриль
Ieremia Toulalan	Тулалан, Жереми
Iuba	Джуба
Manitoba	Манитоба
Alberta	Альберта
Nova Scotia	Новая Шотландия
